,X1,X1_1,Date,Hour,Species,Sex,Body_length,Body_temp,Body_temp_tc,Ta,Ts,Substrate,Direction,Solar_rad,Wind_speed,Tex,Tex_s,Tex_tc,Tex_tcs,Jul_day,Hours,Day_mins,Months,Date_mins
271,271,271,2.09.2018,10:44:00,Parvilacerta_parva,M,102.3,31.9,29.1,24,29.7,soil,S,638,3.1,7.9,2.2,5.1,-0.6,245,10,644,9,352004
272,272,272,2.09.2018,10:49:00,Lacerta_diplochondrodes,F,380,31.5,31.3,25,26.6,grass,S,804,7.1,6.5,4.9,6.3,4.7,245,10,649,9,352009
273,273,273,2.09.2018,10:51:00,Parvilacerta_parva,F,110.5,37.6,30,25,26.9,soil,S,689,4.8,12.6,10.7,5,3.1,245,10,651,9,352011
274,274,274,2.09.2018,11:06:00,Lacerta_diplochondrodes,F,330.7,35.1,32.2,25,27.6,grass,S,704,6.9,10.1,7.5,7.2,4.6,245,11,666,9,352026
275,275,275,20.05.2018,09:40:00,Parvilacerta_parva,F,127.8,32.3,28.7,19,33.1,soil,S,790,5.6,13.3,-0.8,9.7,-4.4,140,9,580,5,200740
276,276,276,20.05.2018,09:46:00,Parvilacerta_parva,M,101.1,32.6,30.9,19,29.2,soil,S,780,4.1,13.6,3.4,11.9,1.7,140,9,586,5,200746
277,277,277,20.05.2018,09:46:00,Parvilacerta_parva,F,145.6,32.5,30.8,19,26.8,soil,S,780,3.9,13.5,5.7,11.8,4,140,9,586,5,200746
278,278,278,20.05.2018,09:53:00,Parvilacerta_parva,J,98,32.7,29.5,19,27.6,soil,S,740,3.8,13.7,5.1,10.5,1.9,140,9,593,5,200753
279,279,279,20.05.2018,10:00:00,Parvilacerta_parva,J,112.8,32,31.4,19,29.9,soil,S,830,3.2,13,2.1,12.4,1.5,140,10,600,5,200760
280,280,280,20.05.2018,10:05:00,Parvilacerta_parva,M,123.5,30.6,31.4,19,24.3,soil,S,643,1.7,11.6,6.3,12.4,7.1,140,10,605,5,200765
281,281,281,20.05.2018,10:10:00,Parvilacerta_parva,F,129.9,31.3,31.7,19,28.5,soil,S,750,3.3,12.3,2.8,12.7,3.2,140,10,610,5,200770
282,282,282,20.05.2018,10:15:00,Parvilacerta_parva,F,126.3,30.7,34.1,19,33.7,soil,S,318,1.7,11.7,-3,15.1,0.4,140,10,615,5,200775
283,283,283,20.05.2018,10:20:00,Parvilacerta_parva,M,132.8,33.7,33.3,19,32.1,soil,S,723,2.1,14.7,1.6,14.3,1.2,140,10,620,5,200780
284,284,284,20.05.2018,10:25:00,Parvilacerta_parva,M,122.2,30.9,32.3,20,28.6,soil,S,440,2.5,10.9,2.3,12.3,3.7,140,10,625,5,200785
285,285,285,20.05.2018,10:28:00,Parvilacerta_parva,F,121,31.3,34.1,21,30.9,soil,S,845,4.6,10.3,0.4,13.1,3.2,140,10,628,5,200788
286,286,286,20.05.2018,10:38:00,Parvilacerta_parva,M,153.5,27.9,29.6,22,32.2,soil,S,825,2.2,5.9,-4.3,7.6,-2.6,140,10,638,5,200798
287,287,287,20.05.2018,10:40:00,Parvilacerta_parva,F,123.4,33.4,35.3,22,32.8,soil,S,525,2.7,11.4,0.6,13.3,2.5,140,10,640,5,200800
288,288,288,20.05.2018,10:45:00,Parvilacerta_parva,F,108.1,34.2,26.8,23,32.3,soil,S,405,0.8,11.2,1.9,3.8,-5.5,140,10,645,5,200805
289,289,289,20.05.2018,11:00:00,Parvilacerta_parva,F,140,31.6,27.7,19,31.2,soil,S,348,2.1,12.6,0.4,8.7,-3.5,140,11,660,5,200820
290,290,290,20.05.2018,13:27:00,Lacerta_diplochondrodes,J,153.5,34.1,34.2,22,29.7,soil,S,854,0.1,12.1,4.4,12.2,4.5,140,13,807,5,200967
291,291,291,20.05.2018,13:44:00,Lacerta_diplochondrodes,J,160.9,28.1,26.4,20,24,grass,W,87,3.4,8.1,4.1,6.4,2.4,140,13,824,5,200984
292,292,292,20.05.2018,14:16:00,Lacerta_diplochondrodes,M,306,28.6,29.4,21,26.5,rock,SW,603,1.1,7.6,2.1,8.4,2.9,140,14,856,5,201016
293,293,293,20.05.2018,14:43:00,Lacerta_diplochondrodes,M,259,22.7,27.4,20,22,rock,SW,222,0,2.7,0.7,7.4,5.4,140,14,883,5,201043
294,294,294,20.05.2018,15:20:00,Lacerta_diplochondrodes,M,325.2,27.4,31.6,22,20.8,rock,SE,175,0,5.4,6.6,9.6,10.8,140,15,920,5,201080
295,295,295,20.05.2018,16:03:00,Lacerta_diplochondrodes,J,82.5,26.1,29.2,20,21.5,rock,SE,138,5.4,6.1,4.6,9.2,7.7,140,16,963,5,201123
296,296,296,20.05.2018,16:25:00,Lacerta_diplochondrodes,J,87.7,27.6,26.7,20,23.3,soil,SE,155,10.9,7.6,4.3,6.7,3.4,140,16,985,5,201145
297,297,297,20.05.2018,16:53:00,Lacerta_diplochondrodes,M,244.6,27.4,29.8,21,24.4,rock,SW,337,2.7,6.4,3,8.8,5.4,140,16,1013,5,201173
298,298,298,20.05.2018,17:21:00,Lacerta_diplochondrodes,F,297.2,28.3,28.9,21,23.5,rock,SE,319,9,7.3,4.8,7.9,5.4,140,17,1041,5,201201
299,299,299,20.05.2018,17:37:00,Lacerta_diplochondrodes,M,206.4,28.9,31.6,21,21.9,rock,SE,209,3.2,7.9,7,10.6,9.7,140,17,1057,5,201217
300,300,300,20.05.2018,17:52:00,Lacerta_diplochondrodes,F,315.4,26.3,27.1,21,26.8,rock,S,369,2.3,5.3,-0.5,6.1,0.3,140,17,1072,5,201232
301,301,301,21.05.2018,08:28:00,Lacerta_diplochondrodes,J,154.4,30.3,31.2,15,27.7,grass,W,627,7.8,15.3,2.6,16.2,3.5,141,8,508,5,202108
302,302,302,21.05.2018,09:10:00,Lacerta_diplochondrodes,M,240.3,33.5,31.8,16,22.7,soil,W,697,4.3,17.5,10.8,15.8,9.1,141,9,550,5,202150
303,303,303,21.05.2018,09:30:00,Lacerta_diplochondrodes,F,254.5,32.3,32.6,16,22.9,soil,W,841,2.5,16.3,9.4,16.6,9.7,141,9,570,5,202170
304,304,304,21.05.2018,10:10:00,Lacerta_diplochondrodes,M,302.1,32.1,32.5,17,22.9,soil,W,153,5.5,15.1,9.2,15.5,9.6,141,10,610,5,202210
305,305,305,21.05.2018,10:44:00,Lacerta_diplochondrodes,M,243.4,31,30.9,18,22.8,soil,SE,137,0,13,8.2,12.9,8.1,141,10,644,5,202244
306,306,306,21.05.2018,10:58:00,Lacerta_diplochondrodes,F,275.1,31.6,31.8,18,23,soil,E,546,4.1,13.6,8.6,13.8,8.8,141,10,658,5,202258
307,307,307,21.05.2018,11:14:00,Lacerta_diplochondrodes,M,253,31.1,30.5,19,23.1,grass,E,457,7,12.1,8,11.5,7.4,141,11,674,5,202274
308,308,308,21.05.2018,11:25:00,Lacerta_diplochondrodes,F,242.4,33.6,32.5,19,26.2,grass,S,487,0.7,14.6,7.4,13.5,6.3,141,11,685,5,202285
309,309,309,21.05.2018,11:39:00,Lacerta_diplochondrodes,F,259.4,31.6,31.8,20,22.4,grass,S,721,2.8,11.6,9.2,11.8,9.4,141,11,699,5,202299
310,310,310,21.05.2018,11:56:00,Lacerta_diplochondrodes,M,249.4,30.8,32.5,21,24.4,soil,S,362,5.3,9.8,6.4,11.5,8.1,141,11,716,5,202316
311,311,311,21.05.2018,15:13:00,Parvilacerta_parva,M,58,32.6,34.5,23,31,grass,SE,752,4.2,9.6,1.6,11.5,3.5,141,15,913,5,202513
312,312,312,21.05.2018,15:18:00,Parvilacerta_parva,M,125.4,30.5,31.2,23,28,grass,SE,728,0,7.5,2.5,8.2,3.2,141,15,918,5,202518
313,313,313,21.05.2018,15:25:00,Parvilacerta_parva,M,53,31.8,32.6,23,30,soil,SE,908,0,8.8,1.8,9.6,2.6,141,15,925,5,202525
314,314,314,21.05.2018,15:29:00,Parvilacerta_parva,F,125.1,33.3,30.7,23,31.4,soil,SE,451,1.8,10.3,1.9,7.7,-0.7,141,15,929,5,202529
315,315,315,21.05.2018,15:31:00,Parvilacerta_parva,M,146.7,33.5,30.8,23,28.5,soil,SE,262,0.8,10.5,5,7.8,2.3,141,15,931,5,202531
316,316,316,21.05.2018,15:35:00,Parvilacerta_parva,F,125.2,33.8,27.2,23,29.2,soil,SE,262,0.8,10.8,4.6,4.2,-2,141,15,935,5,202535
317,317,317,21.05.2018,15:39:00,Parvilacerta_parva,F,117.8,33.6,31.5,23,33,soil,SE,619,3.8,10.6,0.6,8.5,-1.5,141,15,939,5,202539
318,318,318,21.05.2018,15:43:00,Parvilacerta_parva,F,116.9,32.2,33.2,23,29.5,soil,SE,619,3.8,9.2,2.7,10.2,3.7,141,15,943,5,202543
319,319,319,21.05.2018,15:46:00,Parvilacerta_parva,M,134.8,31.2,29.6,23,27,soil,SE,653,0,8.2,4.2,6.6,2.6,141,15,946,5,202546
320,320,320,21.05.2018,15:51:00,Parvilacerta_parva,M,141.5,29.6,28.5,23,27.4,soil,S,972,0,6.6,2.2,5.5,1.1,141,15,951,5,202551
321,321,321,21.05.2018,15:56:00,Parvilacerta_parva,F,117.4,30.7,31.5,23,25.5,soil,SE,713,0,7.7,5.2,8.5,6,141,15,956,5,202556
322,322,322,21.05.2018,16:01:00,Parvilacerta_parva,F,106,34.4,32.9,23,30.9,soil,SE,399,0.5,11.4,3.5,9.9,2,141,16,961,5,202561
323,323,323,21.05.2018,16:06:00,Parvilacerta_parva,M,120.9,32.7,28.8,23,31.1,soil,SE,726,5.5,9.7,1.6,5.8,-2.3,141,16,966,5,202566
324,324,324,21.05.2018,16:12:00,Parvilacerta_parva,M,122.9,31,28.4,23,29.9,soil,SE,726,5.5,8,1.1,5.4,-1.5,141,16,972,5,202572
325,325,325,21.05.2018,16:16:00,Parvilacerta_parva,M,104.9,33.3,33.1,23,28.8,grass,SE,926,0,10.3,4.5,10.1,4.3,141,16,976,5,202576
326,326,326,21.09.2018,08:33:00,Lacerta_diplochondrodes,M,348.1,32.2,26.9,16,27.4,grass,S,728,4,16.2,4.8,10.9,-0.5,264,8,513,9,379233
327,327,327,21.09.2018,09:01:00,Lacerta_diplochondrodes,F,350.8,30.1,24.8,16,27.4,grass,S,702,3.7,14.1,2.7,8.8,-2.6,264,9,541,9,379261
328,328,328,21.09.2018,09:23:00,Lacerta_diplochondrodes,M,344.7,28.8,27.3,17,26.6,soil,S,701,7.4,11.8,2.2,10.3,0.7,264,9,563,9,379283
329,329,329,21.09.2018,09:40:00,Lacerta_diplochondrodes,F,371.1,32.1,30,17,26.5,soil,S,698,7,15.1,5.6,13,3.5,264,9,580,9,379300
330,330,330,21.09.2018,10:12:00,Lacerta_diplochondrodes,M,361.1,33.3,30.9,18,27.2,soil,S,688,8,15.3,6.1,12.9,3.7,264,10,612,9,379332
331,331,331,21.09.2018,10:31:00,Lacerta_diplochondrodes,F,308.2,30.3,29.5,18,28.6,soil,S,714,6,12.3,1.7,11.5,0.9,264,10,631,9,379351
332,332,332,21.09.2018,10:44:00,Lacerta_diplochondrodes,F,333.6,27.5,27,18,29.7,soil,S,632,6.8,9.5,-2.2,9,-2.7,264,10,644,9,379364
333,333,333,21.09.2018,11:04:00,Lacerta_diplochondrodes,M,369.7,30.2,25.4,19,27.3,grass,E,755,5.9,11.2,2.9,6.4,-1.9,264,11,664,9,379384
334,334,334,21.09.2018,11:23:00,Lacerta_diplochondrodes,F,387.5,29.1,27.7,19,28.6,grass,S,714,3.4,10.1,0.5,8.7,-0.9,264,11,683,9,379403
335,335,335,21.09.2018,11:37:00,Lacerta_diplochondrodes,M,348,32.4,28.1,20,29,grass,S,692,5.2,12.4,3.4,8.1,-0.9,264,11,697,9,379417
336,336,336,21.09.2018,15:07:00,Parvilacerta_parva,F,101.8,32.8,28.7,24,29.8,soil,S,693,14.5,8.8,3,4.7,-1.1,264,15,907,9,379627
337,337,337,21.09.2018,15:11:00,Parvilacerta_parva,F,118.2,29.4,27.5,24,29.8,grass,S,650,5,5.4,-0.4,3.5,-2.3,264,15,911,9,379631
338,338,338,21.09.2018,15:15:00,Parvilacerta_parva,M,119,30.5,29.3,24,31.1,grass,S,582,4,6.5,-0.6,5.3,-1.8,264,15,915,9,379635
339,339,339,21.09.2018,15:19:00,Parvilacerta_parva,F,103.9,27.6,31.4,24,33.1,grass,S,514,3.8,3.6,-5.5,7.4,-1.7,264,15,919,9,379639
340,340,340,21.09.2018,15:23:00,Parvilacerta_parva,M,139.3,33.8,21.6,24,32.3,grass,S,623,5.2,9.8,1.5,-2.4,-10.7,264,15,923,9,379643
341,341,341,21.09.2018,15:27:00,Parvilacerta_parva,F,149.1,30,32.2,24,30.1,grass,S,623,5.2,6,-0.1,8.2,2.1,264,15,927,9,379647
342,342,342,21.09.2018,15:29:00,Parvilacerta_parva,F,96.5,27.5,26.6,24,31.5,soil,S,530,9.9,3.5,-4,2.6,-4.9,264,15,929,9,379649
343,343,343,21.09.2018,15:36:00,Parvilacerta_parva,J,44.7,31.8,21.7,24,32.8,soil,S,590,1.8,7.8,-1,-2.3,-11.1,264,15,936,9,379656
344,344,344,21.09.2018,15:37:00,Parvilacerta_parva,F,99.7,33.6,31.5,24,33.7,grass,S,540,3.8,9.6,-0.1,7.5,-2.2,264,15,937,9,379657
345,345,345,21.09.2018,15:47:00,Parvilacerta_parva,M,80.8,27.5,32.1,24,31.6,grass,S,410,4.4,3.5,-4.1,8.1,0.5,264,15,947,9,379667
346,346,346,21.09.2018,15:50:00,Parvilacerta_parva,M,108.9,36.5,33.9,24,30.7,grass,S,567,3.2,12.5,5.8,9.9,3.2,264,15,950,9,379670
347,347,347,21.09.2018,15:56:00,Parvilacerta_parva,F,102.3,27.6,32.5,24,32.8,grass,S,560,1,3.6,-5.2,8.5,-0.3,264,15,956,9,379676
348,348,348,21.09.2018,15:59:00,Parvilacerta_parva,F,143.9,31.2,30.7,24,32.8,grass,S,510,2.7,7.2,-1.6,6.7,-2.1,264,15,959,9,379679
349,349,349,21.09.2018,16:03:00,Parvilacerta_parva,F,137.4,34.4,31.4,24,31.8,grass,S,640,8.7,10.4,2.6,7.4,-0.4,264,16,963,9,379683
350,350,350,21.09.2018,16:04:00,Parvilacerta_parva,M,133.4,34.2,31.3,24,32.4,grass,S,640,8.7,10.2,1.8,7.3,-1.1,264,16,964,9,379684
351,351,351,22.05.2018,09:30:00,Parvilacerta_parva,M,102.6,32.7,29.4,17,26.3,grass,SE,847,3.4,15.7,6.4,12.4,3.1,142,9,570,5,203610
352,352,352,22.05.2018,09:37:00,Parvilacerta_parva,M,133.4,33.6,30.4,17,26.7,soil,SE,658,7.9,16.6,6.9,13.4,3.7,142,9,577,5,203617
353,353,353,22.05.2018,09:41:00,Parvilacerta_parva,M,124.5,33,31.6,17,26.6,soil,SE,742,0.3,16,6.4,14.6,5,142,9,581,5,203621
354,354,354,22.05.2018,09:44:00,Parvilacerta_parva,M,67.6,32.5,33.1,17,25.2,soil,SE,535,3.5,15.5,7.3,16.1,7.9,142,9,584,5,203624
355,355,355,22.05.2018,09:50:00,Parvilacerta_parva,M,133.5,32.3,28.3,17,24.8,soil,SE,448,1.2,15.3,7.5,11.3,3.5,142,9,590,5,203630
356,356,356,22.05.2018,09:54:00,Parvilacerta_parva,F,138.4,30.7,26.9,17,26.1,soil,SE,854,9.7,13.7,4.6,9.9,0.8,142,9,594,5,203634
357,357,357,22.05.2018,09:59:00,Parvilacerta_parva,F,137.3,31.2,25.3,17,25.4,soil,SE,932,7.2,14.2,5.8,8.3,-0.1,142,9,599,5,203639
358,358,358,22.05.2018,10:03:00,Parvilacerta_parva,F,137.6,31.6,32.1,17,26.2,soil,SE,827,6.1,14.6,5.4,15.1,5.9,142,10,603,5,203643
359,359,359,22.05.2018,10:09:00,Parvilacerta_parva,M,120.4,28.1,31.1,17,25.4,soil,SE,833,9.4,11.1,2.7,14.1,5.7,142,10,609,5,203649
360,360,360,22.05.2018,10:14:00,Parvilacerta_parva,M,130.4,31.2,32.9,17,27.1,soil,SE,810,9,14.2,4.1,15.9,5.8,142,10,614,5,203654
361,361,361,22.05.2018,10:18:00,Parvilacerta_parva,F,120.8,32.8,34.5,17,28.7,soil,SE,865,4.4,15.8,4.1,17.5,5.8,142,10,618,5,203658
362,362,362,22.05.2018,10:22:00,Parvilacerta_parva,F,71.7,25.2,30.1,17,25.1,soil,SE,626,7.2,8.2,0.1,13.1,5,142,10,622,5,203662
363,363,363,22.05.2018,10:32:00,Parvilacerta_parva,F,131.8,32.6,30.4,17,27.3,soil,SE,686,8.2,15.6,5.3,13.4,3.1,142,10,632,5,203672
364,364,364,22.05.2018,10:36:00,Parvilacerta_parva,F,122.7,32.7,32.3,17,28.4,soil,SE,756,6.6,15.7,4.3,15.3,3.9,142,10,636,5,203676
365,365,365,22.05.2018,10:41:00,Parvilacerta_parva,M,94.5,32.4,34.2,17,29.3,soil,SE,676,6.6,15.4,3.1,17.2,4.9,142,10,641,5,203681
366,366,366,22.05.2018,13:37:00,Lacerta_diplochondrodes,M,243.4,31,30.9,20,22.8,soil,SE,137,0,11,8.2,10.9,8.1,142,13,817,5,203857
367,367,367,22.05.2018,13:57:00,Lacerta_diplochondrodes,M,327.1,33.3,34.4,23,24.7,rock,SW,720,5.4,10.3,8.6,11.4,9.7,142,13,837,5,203877
368,368,368,22.05.2018,14:04:00,Lacerta_diplochondrodes,J,126.6,30.8,34.7,23,30.9,grass,SW,1062,3.5,7.8,-0.1,11.7,3.8,142,14,844,5,203884
369,369,369,22.05.2018,15:22:00,Lacerta_diplochondrodes,M,287.8,31.3,32.2,19,24.9,soil,W,182,1.6,12.3,6.4,13.2,7.3,142,15,922,5,203962
370,370,370,22.05.2018,16:27:00,Lacerta_diplochondrodes,M,158.6,30.6,26.3,19,23.7,grass,SW,212,3.4,11.6,6.9,7.3,2.6,142,16,987,5,204027
371,371,371,22.05.2018,16:32:00,Lacerta_diplochondrodes,M,211.4,25,27,19,22.5,rock,SW,215,6,6,2.5,8,4.5,142,16,992,5,204032
372,372,372,22.05.2018,16:41:00,Lacerta_diplochondrodes,J,157.4,31.1,25.9,19,22.4,rock,SW,245,4,12.1,8.7,6.9,3.5,142,16,1001,5,204041
373,373,373,22.05.2018,16:46:00,Lacerta_diplochondrodes,M,138.9,31.2,28.3,19,22.1,rock,SW,250,5.6,12.2,9.1,9.3,6.2,142,16,1006,5,204046
374,374,374,22.05.2018,17:06:00,Lacerta_diplochondrodes,F,145,28.5,27.9,19,22.1,rock,SW,250,5.6,9.5,6.4,8.9,5.8,142,17,1026,5,204066
375,375,375,22.05.2018,17:24:00,Lacerta_diplochondrodes,F,177.5,29.5,31.6,20,22.5,rock,SW,414,9.6,9.5,7,11.6,9.1,142,17,1044,5,204084
376,376,376,22.09.2018,10:01:00,Parvilacerta_parva,M,106.5,33.7,24,19,27.5,grass,S,465,3.1,14.7,6.2,5,-3.5,265,10,601,9,380761
377,377,377,22.09.2018,10:06:00,Parvilacerta_parva,M,101.1,30.4,23.4,19,27.5,soil,S,650,4.6,11.4,2.9,4.4,-4.1,265,10,606,9,380766
378,378,378,22.09.2018,10:10:00,Parvilacerta_parva,F,102,31.8,28.4,19,26.6,grass,S,720,1.5,12.8,5.2,9.4,1.8,265,10,610,9,380770
379,379,379,22.09.2018,10:14:00,Parvilacerta_parva,F,100.5,32.5,30.3,19,28.5,grass,S,684,1.4,13.5,4,11.3,1.8,265,10,614,9,380774
380,380,380,22.09.2018,10:18:00,Parvilacerta_parva,F,108.8,28.4,26.7,19,27.5,grass,S,535,3.1,9.4,0.9,7.7,-0.8,265,10,618,9,380778
381,381,381,22.09.2018,10:23:00,Parvilacerta_parva,M,121.3,24.9,26.6,19,30.3,soil,S,610,4.7,5.9,-5.4,7.6,-3.7,265,10,623,9,380783
382,382,382,22.09.2018,10:27:00,Parvilacerta_parva,M,115.8,26.4,31.3,19,32.2,soil,S,600,0.4,7.4,-5.8,12.3,-0.9,265,10,627,9,380787
383,383,383,22.09.2018,10:35:00,Parvilacerta_parva,M,72.3,30.4,31.3,20,30.2,grass,S,555,4.7,10.4,0.2,11.3,1.1,265,10,635,9,380795
384,384,384,22.09.2018,10:42:00,Parvilacerta_parva,F,115.9,26.6,31.6,20,31.5,grass,S,465,4.6,6.6,-4.9,11.6,0.1,265,10,642,9,380802
385,385,385,22.09.2018,10:46:00,Parvilacerta_parva,F,103.8,27.5,30.2,20,28,grass,S,545,9.4,7.5,-0.5,10.2,2.2,265,10,646,9,380806
386,386,386,22.09.2018,10:52:00,Parvilacerta_parva,M,127.3,25.7,32.2,20,27.7,grass,S,720,2.3,5.7,-2,12.2,4.5,265,10,652,9,380812
387,387,387,22.09.2018,11:03:00,Parvilacerta_parva,M,126.8,31.4,32.9,20,30,soil,S,590,6.4,11.4,1.4,12.9,2.9,265,11,663,9,380823
388,388,388,22.09.2018,11:07:00,Parvilacerta_parva,M,153.5,27.9,33.7,20,31.4,grass,S,820,11.5,7.9,-3.5,13.7,2.3,265,11,667,9,380827
389,389,389,22.09.2018,11:10:00,Parvilacerta_parva,F,49.6,24.4,30.4,20,26.4,soil,S,580,3.4,4.4,-2,10.4,4,265,11,670,9,380830
390,390,390,22.09.2018,11:16:00,Parvilacerta_parva,J,100.3,27.6,33,20,29.6,grass,S,510,2.7,7.6,-2,13,3.4,265,11,676,9,380836
391,391,391,22.09.2018,14:23:00,Lacerta_diplochondrodes,M,314.7,31.9,29.4,23,27.7,grass,SW,682,5.7,8.9,4.2,6.4,1.7,265,14,863,9,381023
392,392,392,22.09.2018,14:48:00,Lacerta_diplochondrodes,F,346.6,30.8,27.3,23,26.6,grass,SW,731,6.2,7.8,4.2,4.3,0.7,265,14,888,9,381048
393,393,393,22.09.2018,15:15:00,Lacerta_diplochondrodes,M,319.3,24.9,29.6,23,26.6,grass,SW,631,1,1.9,-1.7,6.6,3,265,15,915,9,381075
394,394,394,22.09.2018,15:28:00,Lacerta_diplochondrodes,F,340.8,27.7,28.6,24,26.3,soil,SW,720,5.3,3.7,1.4,4.6,2.3,265,15,928,9,381088
395,395,395,22.09.2018,15:41:00,Lacerta_diplochondrodes,F,329.5,27.3,31.3,24,27.6,grass,SW,716,6.9,3.3,-0.3,7.3,3.7,265,15,941,9,381101
396,396,396,22.09.2018,15:55:00,Lacerta_diplochondrodes,F,355.4,34.7,30.2,23,26.6,grass,SW,655,7.4,11.7,8.1,7.2,3.6,265,15,955,9,381115
397,397,397,22.09.2018,16:11:00,Lacerta_diplochondrodes,F,330.6,25.2,26.8,23,30.1,grass,SW,640,9.5,2.2,-4.9,3.8,-3.3,265,16,971,9,381131
398,398,398,22.09.2018,16:31:00,Lacerta_diplochondrodes,F,313.3,25.5,27.5,23,27.6,soil,SW,648,8.3,2.5,-2.1,4.5,-0.1,265,16,991,9,381151
399,399,399,22.09.2018,16:53:00,Lacerta_diplochondrodes,M,337.9,26.3,28.1,23,30.8,soil,SW,537,9.9,3.3,-4.5,5.1,-2.7,265,16,1013,9,381173
400,400,400,22.09.2018,17:21:00,Lacerta_diplochondrodes,M,283.7,28.5,31,23,29.3,grass,SW,653,6.9,5.5,-0.8,8,1.7,265,17,1041,9,381201
401,401,401,23.05.2018,08:27:00,Lacerta_diplochondrodes,F,212.4,31.5,33.9,15,32,soil,SW,708,0,16.5,-0.5,18.9,1.9,143,8,507,5,204987
402,402,402,23.05.2018,08:52:00,Lacerta_diplochondrodes,M,311.6,30.2,33.4,15,30,soil,E,512,4.3,15.2,0.2,18.4,3.4,143,8,532,5,205012
403,403,403,23.05.2018,09:14:00,Lacerta_diplochondrodes,F,305.5,33.8,30.8,16,27.8,soil,S,439,4.5,17.8,6,14.8,3,143,9,554,5,205034
404,404,404,23.05.2018,09:27:00,Lacerta_diplochondrodes,M,312.5,30.7,30.4,17,30.1,soil,S,362,2.2,13.7,0.6,13.4,0.3,143,9,567,5,205047
405,405,405,23.05.2018,09:43:00,Lacerta_diplochondrodes,M,337.2,31.2,32.6,18,25.4,grass,S,673,1.2,13.2,5.8,14.6,7.2,143,9,583,5,205063
406,406,406,23.05.2018,09:57:00,Lacerta_diplochondrodes,F,341.8,31.5,33.6,18,27.8,grass,SE,550,1.6,13.5,3.7,15.6,5.8,143,9,597,5,205077
407,407,407,23.05.2018,10:09:00,Lacerta_diplochondrodes,M,317.1,31.3,32.6,19,25.2,grass,E,647,4.3,12.3,6.1,13.6,7.4,143,10,609,5,205089
408,408,408,23.05.2018,10:24:00,Lacerta_diplochondrodes,F,303.3,29.4,30.8,20,25.1,grass,E,652,2.1,9.4,4.3,10.8,5.7,143,10,624,5,205104
409,409,409,23.05.2018,10:57:00,Lacerta_diplochondrodes,M,328.8,29.9,33,20,28.4,soil,S,447,4,9.9,1.5,13,4.6,143,10,657,5,205137
410,410,410,23.05.2018,11:12:00,Lacerta_diplochondrodes,F,352.7,32.2,29.9,21,27,soil,S,525,4.7,11.2,5.2,8.9,2.9,143,11,672,5,205152
411,411,411,23.05.2018,15:05:00,Parvilacerta_parva,M,132.8,33.8,33.2,23,31.8,soil,SE,570,3.8,10.8,2,10.2,1.4,143,15,905,5,205385
412,412,412,23.05.2018,15:10:00,Parvilacerta_parva,F,125,34.4,37.5,23,29.2,grass,SE,626,7.2,11.4,5.2,14.5,8.3,143,15,910,5,205390
413,413,413,23.05.2018,15:16:00,Parvilacerta_parva,M,133.1,34.1,37.6,23,33.3,soil,SE,946,9.2,11.1,0.8,14.6,4.3,143,15,916,5,205396
414,414,414,23.05.2018,15:19:00,Parvilacerta_parva,F,138.2,32.7,32.9,23,33.1,soil,SE,624,6.2,9.7,-0.4,9.9,-0.2,143,15,919,5,205399
415,415,415,23.05.2018,15:25:00,Parvilacerta_parva,M,107.7,36.5,37.9,23,33.7,soil,SE,920,0.3,13.5,2.8,14.9,4.2,143,15,925,5,205405
416,416,416,23.05.2018,15:30:00,Parvilacerta_parva,J,118.3,32.5,34.3,23,32.6,soil,SE,701,11.8,9.5,-0.1,11.3,1.7,143,15,930,5,205410
417,417,417,23.05.2018,15:35:00,Parvilacerta_parva,F,102.7,34.3,36.3,23,32.3,soil,SE,823,0.3,11.3,2,13.3,4,143,15,935,5,205415
418,418,418,23.05.2018,15:40:00,Parvilacerta_parva,M,133.3,29.2,30.5,23,27.2,soil,SE,181,7.8,6.2,2,7.5,3.3,143,15,940,5,205420
419,419,419,23.05.2018,15:44:00,Parvilacerta_parva,M,139.4,31.7,34.1,23,27.3,soil,SE,781,7.2,8.7,4.4,11.1,6.8,143,15,944,5,205424
420,420,420,23.05.2018,15:47:00,Parvilacerta_parva,F,135.7,33,33.3,23,31.9,soil,SE,720,9.2,10,1.1,10.3,1.4,143,15,947,5,205427
421,421,421,23.05.2018,15:49:00,Parvilacerta_parva,M,132.3,35.4,36.4,23,35.3,soil,SE,887,2.6,12.4,0.1,13.4,1.1,143,15,949,5,205429
422,422,422,23.05.2018,15:55:00,Parvilacerta_parva,F,127.8,34.8,34.5,23,37.5,soil,SE,811,4.8,11.8,-2.7,11.5,-3,143,15,955,5,205435
423,423,423,23.05.2018,16:00:00,Parvilacerta_parva,J,124.3,38.6,35.4,23,33.5,soil,SE,716,0,15.6,5.1,12.4,1.9,143,16,960,5,205440
424,424,424,23.05.2018,16:04:00,Parvilacerta_parva,M,121.2,34.4,35.8,23,34.1,soil,SE,716,0,11.4,0.3,12.8,1.7,143,16,964,5,205444
425,425,425,23.05.2018,16:06:00,Parvilacerta_parva,F,144.2,32.3,36.3,23,32.4,soil,SE,750,0.9,9.3,-0.1,13.3,3.9,143,16,966,5,205446
426,426,426,23.09.2018,08:17:00,Lacerta_diplochondrodes,F,366.4,32.9,25.3,15,29.7,soil,S,686,5.7,17.9,3.2,10.3,-4.4,266,8,497,9,382097
