,X1,X1_1,Date,Hour,Species,Sex,Body_length,Body_temp,Body_temp_tc,Ta,Ts,Substrate,Direction,Solar_rad,Wind_speed,Tex,Tex_s,Tex_tc,Tex_tcs,Jul_day,Hours,Day_mins,Months,Date_mins
427,427,427,23.09.2018,08:40:00,Lacerta_diplochondrodes,F,349.5,30.6,27.7,15,26.6,grass,S,673,4.6,15.6,4,12.7,1.1,266,8,520,9,382120
428,428,428,23.09.2018,09:03:00,Lacerta_diplochondrodes,M,361.8,31.2,29.4,15,27.1,grass,S,660,3.1,16.2,4.1,14.4,2.3,266,9,543,9,382143
429,429,429,23.09.2018,09:14:00,Lacerta_diplochondrodes,F,359.4,28.9,26.3,16,26.5,grass,S,683,5.7,12.9,2.4,10.3,-0.2,266,9,554,9,382154
430,430,430,23.09.2018,09:51:00,Lacerta_diplochondrodes,M,333.1,30.8,28.1,16,26.9,grass,S,675,5.4,14.8,3.9,12.1,1.2,266,9,591,9,382191
431,431,431,23.09.2018,10:19:00,Lacerta_diplochondrodes,M,336.8,30.8,27.5,16,27.2,grass,S,651,4.7,14.8,3.6,11.5,0.3,266,10,619,9,382219
432,432,432,23.09.2018,10:34:00,Lacerta_diplochondrodes,F,350.8,32.5,30.8,17,28.9,grass,S,704,6.7,15.5,3.6,13.8,1.9,266,10,634,9,382234
433,433,433,23.09.2018,10:49:00,Lacerta_diplochondrodes,M,362.4,32.8,29.6,17,29.9,grass,S,700,3.2,15.8,2.9,12.6,-0.3,266,10,649,9,382249
434,434,434,23.09.2018,11:01:00,Lacerta_diplochondrodes,F,367.2,32.2,29.3,18,28.6,grass,S,694,5.2,14.2,3.6,11.3,0.7,266,11,661,9,382261
435,435,435,23.09.2018,11:17:00,Lacerta_diplochondrodes,F,317.5,30.6,24.9,20,27.1,grass,S,681,5.5,10.6,3.5,4.9,-2.2,266,11,677,9,382277
436,436,436,23.09.2018,14:25:00,Parvilacerta_parva,M,108.2,34.3,34.5,25,32.8,grass,S,590,1.2,9.3,1.5,9.5,1.7,266,14,865,9,382465
437,437,437,23.09.2018,14:29:00,Parvilacerta_parva,M,76.6,32.6,35.3,25,31.6,grass,S,580,1.6,7.6,1,10.3,3.7,266,14,869,9,382469
438,438,438,23.09.2018,14:33:00,Parvilacerta_parva,F,88.2,35.8,35.7,25,31.7,soil,S,510,7.7,10.8,4.1,10.7,4,266,14,873,9,382473
439,439,439,23.09.2018,14:36:00,Parvilacerta_parva,F,118.5,28.8,34.9,25,31.4,grass,S,650,5.2,3.8,-2.6,9.9,3.5,266,14,876,9,382476
440,440,440,23.09.2018,14:39:00,Parvilacerta_parva,F,82.1,32.5,35.8,25,31.2,grass,S,580,8.7,7.5,1.3,10.8,4.6,266,14,879,9,382479
441,441,441,23.09.2018,14:44:00,Parvilacerta_parva,M,111.5,32.3,37.1,25,31,grass,S,560,7.4,7.3,1.3,12.1,6.1,266,14,884,9,382484
442,442,442,23.09.2018,14:48:00,Parvilacerta_parva,F,90.4,31.6,38.6,25,32.4,grass,S,420,9.4,6.6,-0.8,13.6,6.2,266,14,888,9,382488
443,443,443,23.09.2018,14:54:00,Parvilacerta_parva,F,104.2,28.2,34.4,25,32.9,soil,S,490,5.2,3.2,-4.7,9.4,1.5,266,14,894,9,382494
444,444,444,23.09.2018,14:59:00,Parvilacerta_parva,F,106.1,29.9,36,25,30.3,soil,S,460,7.1,4.9,-0.4,11,5.7,266,14,899,9,382499
445,445,445,23.09.2018,15:01:00,Parvilacerta_parva,M,123,29.8,36.1,25,31.9,soil,S,490,3.4,4.8,-2.1,11.1,4.2,266,15,901,9,382501
446,446,446,23.09.2018,15:06:00,Parvilacerta_parva,M,85.7,33,35.9,25,32,soil,S,410,10.1,8,1,10.9,3.9,266,15,906,9,382506
447,447,447,23.09.2018,15:09:00,Parvilacerta_parva,F,99.3,30.6,37.4,25,32.2,soil,S,510,12.1,5.6,-1.6,12.4,5.2,266,15,909,9,382509
448,448,448,23.09.2018,15:12:00,Parvilacerta_parva,M,107.2,30.2,37.2,25,28.8,soil,S,640,7.6,5.2,1.4,12.2,8.4,266,15,912,9,382512
449,449,449,23.09.2018,15:15:00,Parvilacerta_parva,F,102.6,34.5,34.6,25,31,soil,S,510,6.6,9.5,3.5,9.6,3.6,266,15,915,9,382515
450,450,450,23.09.2018,15:18:00,Parvilacerta_parva,M,130,33.4,34.7,25,33.7,soil,S,630,7.4,8.4,-0.3,9.7,1,266,15,918,9,382518
451,451,451,24.05.2018,09:46:00,Parvilacerta_parva,M,135.5,33.3,29.3,20,30,grass,SE,521,5,13.3,3.3,9.3,-0.7,144,9,586,5,206506
452,452,452,24.05.2018,09:50:00,Parvilacerta_parva,F,132.3,33.6,32.1,20,26,soil,SE,758,0.4,13.6,7.6,12.1,6.1,144,9,590,5,206510
453,453,453,24.05.2018,09:56:00,Parvilacerta_parva,F,129.7,28.5,35.1,20,27,soil,SE,756,0.3,8.5,1.5,15.1,8.1,144,9,596,5,206516
454,454,454,24.05.2018,10:00:00,Parvilacerta_parva,M,145.1,31.5,32.1,20,29.5,soil,SE,673,0,11.5,2,12.1,2.6,144,10,600,5,206520
455,455,455,24.05.2018,10:03:00,Parvilacerta_parva,F,123.1,31,31.7,20,29.5,soil,SE,673,0,11,1.5,11.7,2.2,144,10,603,5,206523
456,456,456,24.05.2018,10:05:00,Parvilacerta_parva,M,143,33.2,36.3,20,30.6,soil,SE,740,12.5,13.2,2.6,16.3,5.7,144,10,605,5,206525
457,457,457,24.05.2018,10:11:00,Parvilacerta_parva,F,130.7,31.5,35.2,20,31,soil,SE,650,5.6,11.5,0.5,15.2,4.2,144,10,611,5,206531
458,458,458,24.05.2018,10:14:00,Parvilacerta_parva,M,120.5,33.4,35.4,20,31.9,soil,SE,604,4.4,13.4,1.5,15.4,3.5,144,10,614,5,206534
459,459,459,24.05.2018,10:18:00,Parvilacerta_parva,F,144.2,36.8,35.1,20,30.6,soil,SE,742,6.5,16.8,6.2,15.1,4.5,144,10,618,5,206538
460,460,460,24.05.2018,10:22:00,Parvilacerta_parva,M,133.9,33.1,37.3,20,29.8,soil,SE,751,3.3,13.1,3.3,17.3,7.5,144,10,622,5,206542
461,461,461,24.05.2018,10:24:00,Parvilacerta_parva,F,136.3,35,37.4,20,36.3,soil,SE,897,1.1,15,-1.3,17.4,1.1,144,10,624,5,206544
462,462,462,24.05.2018,10:29:00,Parvilacerta_parva,F,120.3,32.7,34.8,20,29.8,soil,SE,720,4.6,12.7,2.9,14.8,5,144,10,629,5,206549
463,463,463,24.05.2018,10:31:00,Parvilacerta_parva,F,109.9,34,37.3,20,33.3,soil,SE,732,0.2,14,0.7,17.3,4,144,10,631,5,206551
464,464,464,24.05.2018,10:34:00,Parvilacerta_parva,M,126.1,34.2,33.5,20,34.5,soil,SE,680,6,14.2,-0.3,13.5,-1,144,10,634,5,206554
465,465,465,24.05.2018,10:38:00,Parvilacerta_parva,F,122.5,33.9,35.8,20,30.7,soil,SE,792,0.2,13.9,3.2,15.8,5.1,144,10,638,5,206558
466,466,466,24.05.2018,13:23:00,Lacerta_diplochondrodes,F,354.1,28,31.2,21,29.8,soil,SW,984,6.7,7,-1.8,10.2,1.4,144,13,803,5,206723
467,467,467,24.05.2018,13:54:00,Lacerta_diplochondrodes,M,330.8,30.7,33.4,21,26.4,grass,SW,574,7.4,9.7,4.3,12.4,7,144,13,834,5,206754
468,468,468,24.05.2018,14:12:00,Lacerta_diplochondrodes,F,347.5,31.5,32.4,21,27.6,soil,SE,620,7.7,10.5,3.9,11.4,4.8,144,14,852,5,206772
469,469,469,24.05.2018,15:29:00,Lacerta_diplochondrodes,F,322.3,31.9,31.9,21,25.5,soil,SE,584,4.8,10.9,6.4,10.9,6.4,144,15,929,5,206849
470,470,470,24.05.2018,16:17:00,Lacerta_diplochondrodes,F,415.8,30.2,31.6,21,30.5,soil,SE,737,4.8,9.2,-0.3,10.6,1.1,144,16,977,5,206897
471,471,471,24.05.2018,16:38:00,Lacerta_diplochondrodes,M,321.6,30.9,32.9,21,27.2,soil,SW,552,4.9,9.9,3.7,11.9,5.7,144,16,998,5,206918
472,472,472,24.05.2018,16:45:00,Lacerta_diplochondrodes,M,361.9,28.2,32.9,22,24.9,grass,SE,727,5.1,6.2,3.3,10.9,8,144,16,1005,5,206925
473,473,473,24.05.2018,16:56:00,Lacerta_diplochondrodes,F,349.4,30.4,34.4,22,33.9,grass,SW,671,8.4,8.4,-3.5,12.4,0.5,144,16,1016,5,206936
474,474,474,24.05.2018,17:26:00,Lacerta_diplochondrodes,M,390.7,34.4,31.8,22,26.6,soil,SW,586,4,12.4,7.8,9.8,5.2,144,17,1046,5,206966
475,475,475,24.05.2018,17:43:00,Lacerta_diplochondrodes,M,327.7,32.1,33.2,22,21.6,soil,SE,729,4.4,10.1,10.5,11.2,11.6,144,17,1063,5,206983
476,476,476,24.09.2018,10:07:00,Parvilacerta_parva,M,123.9,26.8,26.9,18,26.8,grass,S,625,0,8.8,0,8.9,0.1,267,10,607,9,383647
477,477,477,24.09.2018,10:11:00,Parvilacerta_parva,M,108.5,26.5,28.9,18,25,grass,S,760,1.6,8.5,1.5,10.9,3.9,267,10,611,9,383651
478,478,478,24.09.2018,10:15:00,Parvilacerta_parva,F,115.3,29.7,26.8,18,25.6,grass,S,405,5.7,11.7,4.1,8.8,1.2,267,10,615,9,383655
479,479,479,24.09.2018,10:19:00,Parvilacerta_parva,F,107.4,26,27.8,18,27.6,grass,S,580,2.2,8,-1.6,9.8,0.2,267,10,619,9,383659
480,480,480,24.09.2018,10:22:00,Parvilacerta_parva,F,111.1,21.1,30.4,18,27.6,grass,S,500,3.4,3.1,-6.5,12.4,2.8,267,10,622,9,383662
481,481,481,24.09.2018,10:26:00,Parvilacerta_parva,J,79.5,28.5,31.2,18,27.4,grass,S,400,4.4,10.5,1.1,13.2,3.8,267,10,626,9,383666
482,482,482,24.09.2018,10:29:00,Parvilacerta_parva,F,105.9,27.1,29.4,18,26.4,grass,S,665,2.6,9.1,0.7,11.4,3,267,10,629,9,383669
483,483,483,24.09.2018,10:33:00,Parvilacerta_parva,F,111.6,28.6,33.1,18,26.9,grass,S,430,4.4,10.6,1.7,15.1,6.2,267,10,633,9,383673
484,484,484,24.09.2018,10:36:00,Parvilacerta_parva,M,101.9,29.2,31.4,18,27.7,grass,S,580,5.7,11.2,1.5,13.4,3.7,267,10,636,9,383676
485,485,485,24.09.2018,10:39:00,Parvilacerta_parva,M,105.8,32.8,33.3,18,30.4,soil,S,405,6.6,14.8,2.4,15.3,2.9,267,10,639,9,383679
486,486,486,24.09.2018,10:44:00,Parvilacerta_parva,M,102,31.9,35.1,19,28.1,grass,S,430,5.2,12.9,3.8,16.1,7,267,10,644,9,383684
487,487,487,24.09.2018,10:47:00,Parvilacerta_parva,J,68.9,31.8,32.3,19,28.8,soil,S,650,4.5,12.8,3,13.3,3.5,267,10,647,9,383687
488,488,488,24.09.2018,10:49:00,Parvilacerta_parva,F,99.7,30.4,33.8,19,26.5,soil,S,445,6,11.4,3.9,14.8,7.3,267,10,649,9,383689
489,489,489,24.09.2018,10:53:00,Parvilacerta_parva,F,88.2,29.2,33.5,19,28.6,grass,S,565,6,10.2,0.6,14.5,4.9,267,10,653,9,383693
490,490,490,24.09.2018,10:56:00,Parvilacerta_parva,F,109.8,29.9,31.7,19,29.3,soil,S,720,3.6,10.9,0.6,12.7,2.4,267,10,656,9,383696
491,491,491,24.09.2018,15:18:00,Lacerta_diplochondrodes,F,310.7,30.9,31.3,22,28.4,soil,S,638,2.8,8.9,2.5,9.3,2.9,267,15,918,9,383958
492,492,492,24.09.2018,15:41:00,Lacerta_diplochondrodes,M,335.1,28.5,30.7,22,25.2,grass,S,752,5.9,6.5,3.3,8.7,5.5,267,15,941,9,383981
493,493,493,24.09.2018,16:02:00,Lacerta_diplochondrodes,F,308.1,32.8,29.6,21,27.4,grass,S,714,0.6,11.8,5.4,8.6,2.2,267,16,962,9,384002
494,494,494,24.09.2018,16:03:00,Lacerta_diplochondrodes,F,326.8,30.6,30.3,21,24.4,soil,S,707,1.4,9.6,6.2,9.3,5.9,267,16,963,9,384003
495,495,495,24.09.2018,16:27:00,Lacerta_diplochondrodes,M,363.4,31.1,29.6,22,27.5,grass,S,605,5.9,9.1,3.6,7.6,2.1,267,16,987,9,384027
496,496,496,24.09.2018,16:31:00,Lacerta_diplochondrodes,F,368.3,26.4,27.8,21,23.5,grass,S,656,1.6,5.4,2.9,6.8,4.3,267,16,991,9,384031
497,497,497,24.09.2018,16:46:00,Lacerta_diplochondrodes,F,381.9,30.1,28.3,21,29.8,soil,S,769,6.4,9.1,0.3,7.3,-1.5,267,16,1006,9,384046
498,498,498,24.09.2018,16:58:00,Lacerta_diplochondrodes,M,394.4,20.8,31.4,21,26,grass,S,647,5.2,-0.2,-5.2,10.4,5.4,267,16,1018,9,384058
499,499,499,24.09.2018,17:14:00,Lacerta_diplochondrodes,M,304.7,30.1,28.7,21,28.6,soil,S,613,4.1,9.1,1.5,7.7,0.1,267,17,1034,9,384074
500,500,500,24.09.2018,17:36:00,Lacerta_diplochondrodes,F,336.9,30.2,30.6,21,29.4,grass,S,636,5.2,9.2,0.8,9.6,1.2,267,17,1056,9,384096
501,501,501,25.05.2018,08:08:00,Lacerta_diplochondrodes,M,371,29.9,30.1,16,24.5,soil,S,451,5.6,13.9,5.4,14.1,5.6,145,8,488,5,207848
502,502,502,25.05.2018,08:24:00,Lacerta_diplochondrodes,F,382,28.9,30,16,28.8,soil,S,516.3,7.3,12.9,0.1,14,1.2,145,8,504,5,207864
503,503,503,25.05.2018,08:43:00,Lacerta_diplochondrodes,F,347.6,31.9,30.5,16,28.1,soil,S,625.4,6.5,15.9,3.8,14.5,2.4,145,8,523,5,207883
504,504,504,25.05.2018,09:02:00,Lacerta_diplochondrodes,M,354,30.1,30.9,17,27.9,grass,E,455.5,5.7,13.1,2.2,13.9,3,145,9,542,5,207902
505,505,505,25.05.2018,09:19:00,Lacerta_diplochondrodes,F,380.8,32.4,30.7,17,28.9,grass,S,574.3,5.1,15.4,3.5,13.7,1.8,145,9,559,5,207919
506,506,506,25.05.2018,09:43:00,Lacerta_diplochondrodes,M,319.9,30.5,30.5,17,29.1,grass,S,482,8.1,13.5,1.4,13.5,1.4,145,9,583,5,207943
507,507,507,25.05.2018,09:59:00,Lacerta_diplochondrodes,F,329.6,29.7,30.6,19,25.9,grass,S,506.1,6.5,10.7,3.8,11.6,4.7,145,9,599,5,207959
508,508,508,25.05.2018,10:14:00,Lacerta_diplochondrodes,M,350.1,33.2,31.4,20,26.7,soil,S,478.1,6.1,13.2,6.5,11.4,4.7,145,10,614,5,207974
509,509,509,25.05.2018,10:33:00,Lacerta_diplochondrodes,F,350,31.7,31.1,21,27.9,soil,S,513.9,4.9,10.7,3.8,10.1,3.2,145,10,633,5,207993
510,510,510,25.05.2018,10:56:00,Lacerta_diplochondrodes,M,322.3,31.6,32.3,21,24.5,soil,S,557.9,8.6,10.6,7.1,11.3,7.8,145,10,656,5,208016
511,511,511,25.05.2018,14:39:00,Parvilacerta_parva,J,62.5,32.8,37.5,23,32.8,soil,SW,364,1.1,9.8,0,14.5,4.7,145,14,879,5,208239
512,512,512,25.05.2018,14:47:00,Parvilacerta_parva,F,124.6,36.2,30.9,23,29.3,soil,SW,442,1.3,13.2,6.9,7.9,1.6,145,14,887,5,208247
513,513,513,25.05.2018,14:55:00,Parvilacerta_parva,M,121.7,32,31.3,23,28.8,soil,SW,792,4.8,9,3.2,8.3,2.5,145,14,895,5,208255
514,514,514,25.05.2018,15:23:00,Parvilacerta_parva,F,146.9,33.7,33.5,23,29.2,soil,SW,836,1.4,10.7,4.5,10.5,4.3,145,15,923,5,208283
515,515,515,25.05.2018,15:25:00,Parvilacerta_parva,F,143.6,33.7,33,23,26.4,soil,SW,1035,6.1,10.7,7.3,10,6.6,145,15,925,5,208285
516,516,516,25.05.2018,15:36:00,Parvilacerta_parva,M,101.3,34.5,31.6,23,29.5,soil,SW,780,6,11.5,5,8.6,2.1,145,15,936,5,208296
517,517,517,25.05.2018,15:39:00,Parvilacerta_parva,F,146.4,31.5,34,23,33.5,soil,SW,416,4.3,8.5,-2,11,0.5,145,15,939,5,208299
518,518,518,25.05.2018,15:42:00,Parvilacerta_parva,M,133.6,33,30.5,23,33.8,soil,SW,462,0.8,10,-0.8,7.5,-3.3,145,15,942,5,208302
519,519,519,25.05.2018,15:48:00,Parvilacerta_parva,F,84.9,34.8,32.8,23,26.3,soil,SW,762,1.3,11.8,8.5,9.8,6.5,145,15,948,5,208308
520,520,520,25.05.2018,15:53:00,Parvilacerta_parva,M,146.7,31.4,32.5,24,26.3,grass,SW,770,7.2,7.4,5.1,8.5,6.2,145,15,953,5,208313
521,521,521,25.05.2018,15:55:00,Parvilacerta_parva,F,89.5,29.2,35.8,24,30.3,grass,SW,410,5.9,5.2,-1.1,11.8,5.5,145,15,955,5,208315
522,522,522,25.05.2018,16:01:00,Parvilacerta_parva,M,81.7,33.6,31.9,24,26,soil,SE,305,7.3,9.6,7.6,7.9,5.9,145,16,961,5,208321
523,523,523,25.05.2018,16:07:00,Parvilacerta_parva,F,131.7,33.3,34.2,24,30.1,soil,SE,1113,0.6,9.3,3.2,10.2,4.1,145,16,967,5,208327
524,524,524,25.05.2018,16:12:00,Parvilacerta_parva,F,85.4,31.3,33.7,24,33.5,soil,SE,121,4.7,7.3,-2.2,9.7,0.2,145,16,972,5,208332
525,525,525,25.05.2018,16:21:00,Parvilacerta_parva,F,122.9,33.7,29.4,24,30.5,soil,SE,965,2.1,9.7,3.2,5.4,-1.1,145,16,981,5,208341
526,526,526,25.08.2018,10:01:00,Parvilacerta_parva,F,114.7,31.7,31.3,24,26.9,soil,SE,669,3.2,7.7,4.8,7.3,4.4,237,10,601,8,340441
527,527,527,25.08.2018,10:06:00,Parvilacerta_parva,F,129.2,34.5,29.3,24,27.1,soil,SE,635,3.5,10.5,7.4,5.3,2.2,237,10,606,8,340446
528,528,528,25.08.2018,10:10:00,Parvilacerta_parva,F,143.5,32.7,30,24,29.2,soil,SE,659,2.6,8.7,3.5,6,0.8,237,10,610,8,340450
529,529,529,25.08.2018,10:14:00,Parvilacerta_parva,J,128.6,33.8,31.2,24,30.3,grass,SE,609,3.8,9.8,3.5,7.2,0.9,237,10,614,8,340454
530,530,530,25.08.2018,10:18:00,Parvilacerta_parva,M,124.1,33.6,31.5,24,26.9,soil,SE,700,3.7,9.6,6.7,7.5,4.6,237,10,618,8,340458
531,531,531,25.08.2018,10:23:00,Parvilacerta_parva,M,150.1,34.1,29,24,29.8,soil,SE,670,1.9,10.1,4.3,5,-0.8,237,10,623,8,340463
532,532,532,25.08.2018,10:27:00,Parvilacerta_parva,M,111.5,30.4,28.1,24,29.4,soil,SE,663,3.6,6.4,1,4.1,-1.3,237,10,627,8,340467
533,533,533,25.08.2018,10:35:00,Parvilacerta_parva,F,145.3,34.1,29.3,24,27.3,soil,SE,648,2.8,10.1,6.8,5.3,2,237,10,635,8,340475
534,534,534,25.08.2018,10:42:00,Parvilacerta_parva,M,154.8,31.8,31.1,24,27.2,soil,SE,694,3.1,7.8,4.6,7.1,3.9,237,10,642,8,340482
535,535,535,25.08.2018,10:46:00,Parvilacerta_parva,F,120.1,33.7,31.8,24,30.2,soil,SE,707,2.8,9.7,3.5,7.8,1.6,237,10,646,8,340486
536,536,536,25.08.2018,10:52:00,Parvilacerta_parva,M,146.5,34.5,30.4,24,26,soil,SE,604,6,10.5,8.5,6.4,4.4,237,10,652,8,340492
537,537,537,25.08.2018,11:02:00,Parvilacerta_parva,F,114.4,33.2,29.7,25,29.1,soil,SE,631,3,8.2,4.1,4.7,0.6,237,11,662,8,340502
538,538,538,25.08.2018,11:07:00,Parvilacerta_parva,M,100.9,31.4,26.5,25,27.4,soil,SE,628,4.5,6.4,4,1.5,-0.9,237,11,667,8,340507
539,539,539,25.08.2018,11:15:00,Parvilacerta_parva,F,76.5,32.8,29.6,25,26.1,soil,SE,713,5.8,7.8,6.7,4.6,3.5,237,11,675,8,340515
540,540,540,25.08.2018,11:21:00,Parvilacerta_parva,M,103.4,33.2,28.2,25,29,soil,SE,650,1.6,8.2,4.2,3.2,-0.8,237,11,681,8,340521
541,541,541,25.08.2018,15:30:00,Lacerta_diplochondrodes,M,348.2,36.3,31.3,27,28.7,grass,S,654,7.1,9.3,7.6,4.3,2.6,237,15,930,8,340770
542,542,542,25.08.2018,15:55:00,Lacerta_diplochondrodes,F,338.1,30.8,30,27,33.1,grass,S,693,11.3,3.8,-2.3,3,-3.1,237,15,955,8,340795
543,543,543,25.08.2018,16:08:00,Lacerta_diplochondrodes,F,344.8,31.8,29.8,27,34.8,grass,S,726,8,4.8,-3,2.8,-5,237,16,968,8,340808
544,544,544,25.08.2018,16:22:00,Lacerta_diplochondrodes,F,374.7,29.8,31.1,27,32.9,soil,S,886,9.7,2.8,-3.1,4.1,-1.8,237,16,982,8,340822
545,545,545,25.08.2018,17:05:00,Lacerta_diplochondrodes,M,423.1,30.3,30.8,28,30.5,soil,S,928,6.1,2.3,-0.2,2.8,0.3,237,17,1025,8,340865
546,546,546,25.08.2018,17:28:00,Lacerta_diplochondrodes,M,344.4,33,29.6,28,28,grass,S,757,2.1,5,5,1.6,1.6,237,17,1048,8,340888
547,547,547,25.08.2018,17:43:00,Lacerta_diplochondrodes,F,407.8,26.8,31.8,26,32.5,grass,S,614,0.8,0.8,-5.7,5.8,-0.7,237,17,1063,8,340903
548,548,548,25.08.2018,17:50:00,Lacerta_diplochondrodes,M,252.6,32.8,36.3,26,32.2,soil,S,609,3.7,6.8,0.6,10.3,4.1,237,17,1070,8,340910
549,549,549,25.08.2018,18:04:00,Lacerta_diplochondrodes,F,345.1,31.6,30.9,26,31.5,grass,S,663,4.5,5.6,0.1,4.9,-0.6,237,18,1084,8,340924
550,550,550,25.08.2018,18:22:00,Lacerta_diplochondrodes,M,324,33.4,32.4,26,30.6,grass,S,611,7.3,7.4,2.8,6.4,1.8,237,18,1102,8,340942
551,551,551,25.09.2018,07:57:00,Lacerta_diplochondrodes,M,338.2,29.6,24.3,16,26.5,grass,S,720,1.7,13.6,3.1,8.3,-2.2,268,7,477,9,384957
552,552,552,25.09.2018,08:20:00,Lacerta_diplochondrodes,F,353.6,32.6,31.5,17,26.3,soil,S,693,4.8,15.6,6.3,14.5,5.2,268,8,500,9,384980
553,553,553,25.09.2018,08:52:00,Lacerta_diplochondrodes,M,304.2,28.9,23.3,17,29.3,soil,S,705,7.4,11.9,-0.4,6.3,-6,268,8,532,9,385012
554,554,554,25.09.2018,09:14:00,Lacerta_diplochondrodes,M,340.6,30.5,29.8,18,25.5,soil,S,709,6,12.5,5,11.8,4.3,268,9,554,9,385034
555,555,555,25.09.2018,09:51:00,Lacerta_diplochondrodes,F,348.5,29.5,28.6,19,27.9,soil,S,730,7.7,10.5,1.6,9.6,0.7,268,9,591,9,385071
556,556,556,25.09.2018,10:03:00,Lacerta_diplochondrodes,M,351.7,34,27.2,20,31.4,soil,S,669,6.1,14,2.6,7.2,-4.2,268,10,603,9,385083
557,557,557,25.09.2018,10:17:00,Lacerta_diplochondrodes,F,357.3,30.7,24.8,20,26.4,grass,S,665,6.6,10.7,4.3,4.8,-1.6,268,10,617,9,385097
558,558,558,25.09.2018,10:33:00,Lacerta_diplochondrodes,M,360.6,30.1,24.9,20,29.4,grass,S,575,5.6,10.1,0.7,4.9,-4.5,268,10,633,9,385113
559,559,559,25.09.2018,10:57:00,Lacerta_diplochondrodes,F,300.4,27.3,23.9,20,29.2,grass,S,680,4.1,7.3,-1.9,3.9,-5.3,268,10,657,9,385137
560,560,560,25.09.2018,11:08:00,Lacerta_diplochondrodes,M,335,29.2,29.7,21,26.7,grass,S,698,3.8,8.2,2.5,8.7,3,268,11,668,9,385148
561,561,576,26.05.2018,14:43:00,Lacerta_diplochondrodes,F,331.6,31.2,33.3,23,23.8,soil,SE,810,7,8.2,7.4,10.3,9.5,146,14,883,5,209683
562,562,577,26.05.2018,14:54:00,Lacerta_diplochondrodes,F,368.6,32.5,35.4,23,26.4,grass,SE,729,6,9.5,6.1,12.4,9,146,14,894,5,209694
563,563,578,26.05.2018,15:12:00,Lacerta_diplochondrodes,F,366.5,27.8,32.6,23,26.9,soil,SW,583,4,4.8,0.9,9.6,5.7,146,15,912,5,209712
564,564,579,26.05.2018,15:39:00,Lacerta_diplochondrodes,M,290.6,30.3,33.3,23,26.4,soil,SE,677,5.2,7.3,3.9,10.3,6.9,146,15,939,5,209739
565,565,580,26.05.2018,16:07:00,Lacerta_diplochondrodes,M,259.7,30,32,23,30.2,soil,SW,626,6.7,7,-0.2,9,1.8,146,16,967,5,209767
566,566,581,26.05.2018,16:26:00,Lacerta_diplochondrodes,F,304.8,28.7,31.4,24,20.3,soil,SE,649,8,4.7,8.4,7.4,11.1,146,16,986,5,209786
567,567,582,26.05.2018,16:37:00,Lacerta_diplochondrodes,M,290.9,30.3,34.5,24,31.8,grass,SE,524,7.9,6.3,-1.5,10.5,2.7,146,16,997,5,209797
568,568,583,26.05.2018,16:57:00,Lacerta_diplochondrodes,F,377.2,29.9,32,24,29.3,grass,SE,656,6.3,5.9,0.6,8,2.7,146,16,1017,5,209817
569,569,584,26.05.2018,17:16:00,Lacerta_diplochondrodes,M,327.4,34,31.2,24,24.4,soil,SW,675,4.4,10,9.6,7.2,6.8,146,17,1036,5,209836
570,570,585,26.05.2018,17:49:00,Lacerta_diplochondrodes,M,334.1,28.6,32.4,24,33,grass,S,795,5.6,4.6,-4.4,8.4,-0.6,146,17,1069,5,209869
571,571,586,26.08.2018,08:23:00,Lacerta_diplochondrodes,M,331.6,28.7,31.3,21,29,soil,E,695,7.9,7.7,-0.3,10.3,2.3,238,8,503,8,341783
572,572,587,26.08.2018,08:41:00,Lacerta_diplochondrodes,F,376.9,36.2,32.6,21,29.9,grass,S,609,9.4,15.2,6.3,11.6,2.7,238,8,521,8,341801
573,573,588,26.08.2018,08:53:00,Lacerta_diplochondrodes,M,321.1,32.1,32.8,21,28.5,grass,S,719,6.8,11.1,3.6,11.8,4.3,238,8,533,8,341813
574,574,589,26.08.2018,09:16:00,Lacerta_diplochondrodes,M,325.8,26.6,32.4,22,29.6,grass,S,673,9.8,4.6,-3,10.4,2.8,238,9,556,8,341836
575,575,590,26.08.2018,09:43:00,Lacerta_diplochondrodes,F,331.5,34.9,31.4,22,30.5,grass,S,662,7.2,12.9,4.4,9.4,0.9,238,9,583,8,341863
576,576,591,26.08.2018,09:58:00,Lacerta_diplochondrodes,M,461.1,33.9,31.2,22,31.5,grass,S,633,6.4,11.9,2.4,9.2,-0.3,238,9,598,8,341878
577,577,592,26.08.2018,10:15:00,Lacerta_diplochondrodes,F,350.2,29.8,33.7,23,25.5,grass,S,588,7.7,6.8,4.3,10.7,8.2,238,10,615,8,341895
578,578,593,26.08.2018,10:34:00,Lacerta_diplochondrodes,M,368.6,27.3,30.5,23,28.7,soil,S,733,7.9,4.3,-1.4,7.5,1.8,238,10,634,8,341914
579,579,594,26.08.2018,10:57:00,Lacerta_diplochondrodes,F,334.8,29.8,30.4,24,32.7,soil,S,762,10.4,5.8,-2.9,6.4,-2.3,238,10,657,8,341937
580,580,595,26.08.2018,11:26:00,Lacerta_diplochondrodes,M,363.4,34.6,32.2,24,32.1,soil,S,660,8,10.6,2.5,8.2,0.1,238,11,686,8,341966
581,581,596,26.08.2018,14:50:00,Parvilacerta_parva,M,127.2,33.5,33.1,27,34.2,grass,S,732,2.8,6.5,-0.7,6.1,-1.1,238,14,890,8,342170
